cusip,par_traded,price,yield,maturity_date,settlement_date
942044RR1,30000.00,105.690,1.837,2019-11-01,2017-12-29
966527FM0,30000.00,106.110,1.898,2021-01-01,2017-12-29
103331PQ1,45000.00,97.249,3.183,2038-08-15,2018-01-11
57390EEW3,20000.00,119.629,2.490,2027-10-01,2017-12-29
574218Q48,50000.00,103.005,3.586,2041-07-01,2017-12-29
235308SU8,50000.00,109.160,2.350,2021-08-15,2017-12-29
13034ALP3,10000.00,122.160,2.202,2026-10-01,2017-12-29
927781XK5,15000.00,106.172,2.077,2034-03-01,2017-12-29
238388NL2,50000.00,104.400,1.850,2019-06-01,2017-12-29
481305EJ5,1000000.00,115.032,1.889,2023-02-01,2017-12-28
93974DE79,35000.00,121.845,2.320,2028-02-01,2017-12-29
64972HXA5,10000.00,106.642,3.009,2044-07-15,2017-12-29
93974DGH5,35000.00,118.483,1.960,2024-07-01,2017-12-29
113807BN0,50000.00,97.295,3.194,2036-07-15,2017-12-29
113807BN0,50000.00,97.375,3.188,2036-07-15,2017-12-29
93974DGH5,35000.00,118.562,1.948,2024-07-01,2017-12-29
64972HXA5,10000.00,106.462,3.035,2044-07-15,2017-12-29
42605PBS3,20000.00,105.189,2.591,2042-11-01,2017-12-29
436083DY2,55000.00,97.175,3.206,2036-02-01,2017-12-29
091458BM0,25000.00,100.073,3.747,2021-12-01,2017-12-29
612289QZ4,30000.00,108.168,1.758,2020-08-01,2017-12-29
745190MS4,10000.00,1.150,,2028-07-01,2017-12-29
20772JP22,250000.00,113.830,3.014,2031-11-15,2017-12-29
049843Z24,50000.00,95.701,2.513,2027-06-15,2017-12-29
049843Z24,50000.00,95.701,2.513,2027-06-15,2017-12-29
668844MD2,50000.00,95.077,2.585,2027-07-15,2017-12-29
594519XA3,50000.00,104.049,-54.370,2021-09-01,2018-01-03
757419FT8,500000.00,99.325,3.062,2031-04-01,2017-12-29
574218Q48,80000.00,103.005,3.586,2041-07-01,2017-12-29
650035TP3,10000.00,106.848,1.520,2020-01-01,2017-12-29
052414GU7,15000.00,100.413,-0.494,2018-11-15,2017-12-29
436083DY2,55000.00,97.800,3.160,2036-02-01,2017-12-29
600225KV7,150000.00,103.690,3.009,2033-08-01,2017-12-29
574218Q48,80000.00,104.625,3.370,2041-07-01,2017-12-29
59334DJR6,150000.00,97.274,3.523,2047-10-01,2017-12-29
843375QG4,65000.00,96.810,1.623,2020-01-01,2017-12-29
63165TEW1,50000.00,103.192,1.500,2018-12-01,2017-12-29
63165TEW1,50000.00,103.367,1.313,2018-12-01,2017-12-29
438689JK8,30000.00,117.326,2.133,2024-07-01,2017-12-29
769125FW0,75000.00,122.578,2.318,2030-06-01,2017-12-29
897302MB8,25000.00,99.648,2.550,2025-10-01,2017-12-29
897302MB8,25000.00,99.648,2.550,2025-10-01,2017-12-28
612289QZ4,30000.00,108.368,1.682,2020-08-01,2017-12-29
612289QZ4,30000.00,108.268,1.720,2020-08-01,2017-12-29
657815AS5,15000.00,102.651,2.187,2038-10-01,2017-12-29
717817TL4,60000.00,100.625,3.048,2036-07-01,2017-12-29
592030E89,1000000.00,101.196,1.801,2021-05-15,2017-12-29
017357A53,10000.00,101.152,3.208,2031-12-01,2017-12-29
666045AK5,50000.00,118.258,1.960,2024-06-01,2017-12-29
353590DS8,25000.00,109.612,2.930,2023-01-10,2017-12-29
353590DS8,25000.00,110.441,2.762,2023-01-10,2017-12-29
353590DS8,25000.00,110.441,2.762,2023-01-10,2017-12-29
956704TA8,10000.00,99.000,3.952,2018-04-01,2017-12-29
20772JP22,50000.00,113.830,3.014,2031-11-15,2017-12-29
44236PEY0,60000.00,107.007,1.634,2020-02-15,2017-12-29
093151FX1,100000.00,106.903,1.800,2020-03-15,2017-12-29
44236PEY0,60000.00,106.757,1.750,2020-02-15,2017-12-29
081383M32,50000.00,100.616,1.698,2020-02-01,2017-12-29
709224HM4,15000.00,104.121,3.367,2035-12-01,2017-12-29
60412AFW8,40000.00,120.502,2.066,2025-08-01,2017-12-29
081383M32,50000.00,100.366,1.820,2020-02-01,2017-12-29
897302MB8,25000.00,99.648,2.550,2025-10-01,2017-12-28
843375QF6,40000.00,98.684,1.321,2019-01-01,2017-12-29
118688CD0,35000.00,101.994,2.768,2031-12-01,2017-12-29
118688CD0,35000.00,99.750,3.022,2031-12-01,2017-12-29
13063BFS6,15000.00,113.000,3.288,2022-03-01,2017-12-29
64972HZN5,105000.00,122.706,2.332,2028-07-15,2017-12-29
843375QF6,40000.00,99.299,0.700,2019-01-01,2017-12-29
793578AR6,5000.00,108.881,1.015,2030-08-01,2017-12-29
475512EX3,20000.00,100.281,2.037,2018-03-01,2017-12-29
48619KCG0,135000.00,105.347,2.190,2025-03-01,2017-12-29
475512EX3,20000.00,100.281,2.043,2018-03-01,2017-12-29
475512EX3,20000.00,100.281,2.043,2018-03-01,2017-12-29
74526QKW1,10000.00,29.100,,2032-07-01,2017-12-29
118688CD0,35000.00,101.994,2.768,2031-12-01,2017-12-29
118688CD0,35000.00,99.750,3.022,2031-12-01,2017-12-29
592657AW0,50000.00,111.296,2.343,2037-07-01,2017-12-29
01757LGA8,20000.00,99.335,3.300,2035-08-01,2018-01-02
436083EU9,115000.00,99.325,3.059,2032-02-01,2017-12-29
781569EG9,15000.00,98.703,3.153,2027-11-15,2017-12-29
898242GE6,60000.00,102.549,1.866,2019-10-01,2017-12-29
208418D83,10000.00,119.840,1.999,2025-02-15,2017-12-29
666045AK5,50000.00,118.133,1.979,2024-06-01,2017-12-29
592657AW0,50000.00,111.171,2.371,2037-07-01,2017-12-29
666045AK5,50000.00,118.133,1.979,2024-06-01,2017-12-29
592657AW0,50000.00,111.171,2.371,2037-07-01,2017-12-29
011798LJ2,25000.00,104.730,1.685,2020-02-01,2017-12-29
058219TQ9,25000.00,108.308,2.900,2032-08-01,2017-12-29
481305EK2,1000000.00,117.273,1.976,2024-02-01,2017-12-28
74514LNC7,20000.00,17.807,,2018-07-01,2017-12-29
74529JHD0,10000.00,8.670,,2021-08-01,2017-12-29
941111FR2,150000.00,104.330,2.230,2026-01-15,2017-12-29
745190UP1,10000.00,89.440,6.250,2035-07-01,2017-12-29
769125FW0,75000.00,122.578,2.318,2030-06-01,2017-12-29
118688CD0,35000.00,99.750,3.022,2031-12-01,2017-12-29
118688CD0,35000.00,99.750,3.022,2031-12-01,2017-12-29
66285WFX9,20000.00,111.648,1.988,2038-01-01,2017-12-29
74514LLZ8,10000.00,17.327,,2022-07-01,2017-12-29
207758PM9,105000.00,107.018,2.161,2022-01-01,2017-12-29
93978HSR7,610000.00,113.215,3.380,2037-08-15,2017-12-29
550408EF1,130000.00,101.999,-26.465,2020-03-15,2018-01-03
978879KF0,55000.00,100.830,3.150,2036-10-01,2018-01-04
091458BM0,25000.00,100.450,-1.170,2021-12-01,2017-12-29
254764HB2,20000.00,102.080,1.400,2045-07-15,2017-12-29
528828P26,100000.00,103.839,1.600,2027-08-15,2017-12-29
74526QLK6,20000.00,98.737,6.580,2018-07-01,2017-12-29
74526QLK6,20000.00,98.982,6.076,2018-07-01,2017-12-29
690690NW8,300000.00,105.291,2.482,2036-09-01,2017-12-29
2174895J8,25000.00,104.762,2.010,2020-08-15,2017-12-29
840058UM1,25000.00,99.814,3.261,2041-09-01,2017-12-29
00037NLS3,100000.00,100.000,,2033-05-15,2017-12-27
74529JHE8,10000.00,8.600,,2022-08-01,2017-12-29
74529JHE8,10000.00,8.500,,2022-08-01,2017-12-29
91523NLJ3,30000.00,98.892,3.314,2043-07-01,2017-12-29
840058UM1,25000.00,100.064,3.240,2041-09-01,2017-12-29
436083EU9,115000.00,99.950,3.004,2032-02-01,2017-12-29
668844MD2,50000.00,95.202,2.570,2027-07-15,2017-12-29
689461RN3,500000.00,107.297,1.973,2027-10-01,2017-12-29
351640RR0,5000.00,102.433,2.667,2029-06-15,2017-12-29
843375QG4,65000.00,96.560,1.753,2020-01-01,2017-12-29
20772JP22,250000.00,113.830,3.014,2031-11-15,2017-12-29
657815AV8,10000.00,102.644,2.197,2038-10-01,2017-12-29
13063DCY2,5000.00,100.561,1.948,2038-03-01,2017-12-29
13063DCY2,5000.00,100.561,1.948,2038-03-01,2017-12-29
519442FU6,45000.00,100.578,3.177,2033-03-01,2017-12-29
684209MY2,16000000.00,100.000,,2031-08-15,2018-01-04
33982RAK9,25000.00,99.441,2.700,2026-05-01,2017-12-29
33982RAK9,25000.00,99.441,2.700,2026-05-01,2017-12-29
35569PCH4,100000.00,117.347,1.730,2023-08-01,2017-12-29
35569PCH4,100000.00,119.107,1.430,2023-08-01,2017-12-29
0873474U1,25000.00,112.847,2.120,2025-12-01,2017-12-29
587686MQ6,50000.00,103.845,1.652,2020-02-15,2017-12-29
587686MQ6,50000.00,103.595,1.770,2020-02-15,2017-12-29
047870EX4,15000.00,127.277,1.976,2025-11-01,2017-12-29
646139Z40,45000.00,112.063,1.860,2022-01-01,2017-12-29
646139Z40,45000.00,112.163,1.836,2022-01-01,2017-12-29
74514LTM9,25000.00,16.957,,2018-07-01,2017-12-29
047870EX4,15000.00,127.177,1.988,2025-11-01,2017-12-29
74514LTM9,25000.00,16.999,,2018-07-01,2017-12-29
544525VR6,20000.00,116.701,1.800,2023-07-01,2017-12-29
33982RAK9,25000.00,99.441,2.700,2026-05-01,2017-12-29
544525VR6,20000.00,118.393,1.506,2023-07-01,2017-12-29
91754RPR2,15000.00,123.526,3.703,2029-04-01,2017-12-29
79152QBZ4,50000.00,97.650,3.143,2041-04-01,2017-12-29
899525RD3,25000.00,100.060,1.447,2019-03-01,2017-12-29
74526QLK6,20000.00,99.082,5.868,2018-07-01,2017-12-29
794665FZ7,30000.00,116.500,1.972,2023-10-15,2017-12-29
64990E5J2,35000.00,109.210,1.949,2021-02-15,2017-12-29
208418D83,10000.00,119.000,2.114,2025-02-15,2017-12-29
56782UAR0,10000.00,116.489,1.837,2023-07-01,2017-12-29
56782UAR0,10000.00,116.239,1.881,2023-07-01,2017-12-29
64990ACR4,15000.00,117.527,1.986,2024-03-15,2017-12-29
646140AM5,15000.00,102.909,2.061,2036-01-01,2017-12-29
56782UAR0,10000.00,116.489,1.837,2023-07-01,2017-12-29
79152QBZ4,50000.00,95.152,3.300,2041-04-01,2017-12-29
57586NFN6,100000.00,104.375,3.596,2041-06-01,2017-12-29
145808AL5,20000.00,117.769,2.459,2025-12-01,2017-12-29
882278AC8,500000.00,113.183,2.400,2020-10-01,2017-12-29
74526QKW1,10000.00,29.350,,2032-07-01,2017-12-29
576051PT7,25000.00,105.150,1.700,2021-08-01,2017-12-29
550408EF1,20000.00,102.124,-28.318,2020-03-15,2018-01-03
799017SB5,1600000.00,109.745,2.730,2034-09-01,2017-12-29
777543XX2,25000.00,116.836,2.350,2024-12-01,2017-12-29
9146418F5,15000.00,96.778,3.243,2035-05-15,2017-12-29
